Id,Title,Author,SourceId,SourceName,PublishedAt,Url,Description,Content,UrlToImage
"9f3f0844-faa9-4e02-9727-ac3b163d67d5","Sunday’s ‘New Supermoon’ Is 2025’s Closest — So Expect King Tides - Forbes","Jamie Carter","412023c3-89a8-4df2-86dc-f7aaf75d0eb0","Forbes","2025-04-27T10:00:00.0000000Z","https://www.forbes.com/sites/jamiecartereurope/2025/04/27/sundays-new-supermoon-is-2025s-closest---so-expect-king-tides/","There will be a new moon on Sunday, April 27, but there's something slightly different about this one — it's a supermoon. Here's why, how, and what it will do.","Crescent moon showing earthshine at sunrise
getty
When is the new moon? This weekend sees our natural satellite slip between Earth and the sun something it does every 29 days as it momentarily beco… [+2523 chars]","https://imageio.forbes.com/specials-images/imageserve/680bc337ffa6d99510ff37c7/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds"
"11692971-374b-4a68-a4c8-4ff51727be57","Faint Neptune joins Venus and Saturn to form a planetary triangle in the pre-dawn sky on April 28 - Space","Anthony Wood","ab7d1b58-3982-41c7-8c22-fa02510fcaef","Space.com","2025-04-27T09:00:00.0000000Z","https://www.space.com/stargazing/faint-neptune-joins-venus-and-saturn-to-form-a-planetary-triangle-in-the-pre-dawn-sky-on-april-28","It's a planetary party, and you're invited.","The predawn hours of April 28 will see a planetary triangle form in the night sky, as Venus makes a close approach to Saturn following a conjunction, while Neptune, invisible to the naked eye, will s… [+2652 chars]","https://cdn.mos.cms.futurecdn.net/cF2HiNs88BXQUEuLzEZAdK.jpg"
"40f168f9-226e-4443-99f7-4e22e3ef89c8","Can you burp in space? - Live Science","Kiona Smith","0f827471-16f2-4e67-8a9d-6cb07bd76f23","Live Science","2025-04-27T09:00:00.0000000Z","https://www.livescience.com/space/space-exploration/can-you-burp-in-space","Gravity plays a big role in burping, so could an astronaut burp in space?","Digestive gas gets the best of everyone sooner or later, often in the form of a burp. Burping is how the body clears excess gas from the upper digestive tract, which would otherwise result in extreme… [+4759 chars]","https://cdn.mos.cms.futurecdn.net/ECj76NzEAUDjrw6KgSzr3N.jpg"
"2da82546-4244-493d-afc7-42739dabedae","Anti-Aging Breakthrough: Natural Supplement Rewinds Biological Age and Improves Health - SciTechDaily","","636186bf-aa49-4935-908a-d91e72289ef1","SciTechDaily","2025-04-27T03:12:35.0000000Z","https://scitechdaily.com/anti-aging-breakthrough-natural-supplement-rewinds-biological-age-and-improves-health/","The findings indicate that the Cel System supplement range may effectively lower biological age and enhance health metrics, highlighting the need for further research into its underlying mechanisms and long-term effectiveness. A research team led by first aut…","A study led by researchers from TruDiagnostic explored the potential anti-aging effects of the Cel System, a natural supplement composed of plant compounds, vitamins, and antioxidants. In a year-long… [+5036 chars]","https://scitechdaily.com/images/Woman-Holding-Vitamin-Supplement-Pill.jpg"
"4319a475-41d0-4614-ac38-332a77ee6a94","Is This the First Hint of Planet Nine? - Universe Today","","587d5d14-3aab-4479-b3fd-5379eb7ad189","Universe Today","2025-04-27T00:33:56.0000000Z","https://www.universetoday.com/articles/is-this-the-first-hint-of-planet-nine","Since the invention of the telescope, astronomers have been hunting for objects in our Solar System in particular and more recently, for the theorised 9th planet. Observations of Kuiper Belt objects suggest a large object might be lurking in the depths of the…","The Solar System consists of our star, the Sun, and everything bound to it by gravity; the planets Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune, along with dwarf planets like Plu… [+3130 chars]","https://www.universetoday.com/assets/planet9.jpeg"
"dca26828-e426-46b7-952f-535e6cbe2dc5","Earth's Rotation Is Slowing Down, And It Could Explain Why We Have Oxygen - ScienceAlert","Michelle Starr","6b7360e5-efaf-47f4-91b3-41fa92dbef48","ScienceAlert","2025-04-26T23:00:29.0000000Z","https://www.sciencealert.com/earths-rotation-is-slowing-down-and-it-could-explain-why-we-have-oxygen","Ever since its formation around 4.5 billion years ago, Earth's rotation has been gradually slowing down, and its days have gotten progressively longer as a result.","Ever since its formation around 4.5 billion years ago, Earth's rotation has been gradually slowing down, and its days have gotten progressively longer as a result.
While Earth's slowdown is not noti… [+5151 chars]","https://www.sciencealert.com/images/2021-08/processed/moon-iss_1024.jpg"
"cb6a4d32-6212-4284-8570-651a97388aca","Scientists Engineer Bacteria to Make Soil And Crops 'Glow' Different Colors - ScienceAlert","Michael Irving","87cea00f-44bc-480d-832d-e3fc6e661674","ScienceAlert","2025-04-26T22:01:24.0000000Z","https://www.sciencealert.com/scientists-engineer-bacteria-to-make-soil-and-crops-glow-different-colors","Checking the health of soil could soon be as simple as asking the local bacteria.","Checking the health of soil could soon be as simple as asking the local bacteria. Drones or satellites could detect their answers, given as different-colored glows in response to triggers like nutrie… [+4366 chars]","https://www.sciencealert.com/images/2025/04/GlowingBacteriaConceptIllustration.jpg"
"59826ab4-5242-433b-aba0-1b241c8ff100","A spacecraft from the 1970s could crash-land on Earth in May - MassLive","Susannah Sudborough | SSudborough@masslive.com","a26a5aa4-06f9-46bc-804e-85c4717bb3ed","MassLive.com","2025-04-26T21:03:00.0000000Z","https://www.masslive.com/news/2025/04/a-spacecraft-from-the-1970s-could-crash-land-on-earth-in-may.html","After circling Earth for over 50 years, a 1,091-pound landing module is set to reenter the planet's atmosphere next month.","A Soviet spacecraft that has been circling Earth for over 50 years is set to reenter the planets atmosphere next month and could crash into Earths surface, according to EarthSky.org.
Kosmos 482 laun… [+1287 chars]","https://www.masslive.com/resizer/v2/LYYVVBTJEFHSDF7G4JGRZU5JW4.png?auth=36ccee4fb26e72f7576d1edbb18bd683075bfee6b704ffad40f24b4397255ff5&width=1280&quality=90"
"79b7952d-e101-4e54-a5b4-aa21bb00dfdb","How Oxytocin Tames ""Mean Girl"" Behavior - Neuroscience News","Neuroscience News","217efb9b-6e04-4e2b-9aee-c1091a1ec3da","Neurosciencenews.com","2025-04-26T20:19:33.0000000Z","https://neurosciencenews.com/oxytocin-mean-girl-behavior-28744/","A new study finds that in some lemur species, evolving gender equality is linked to changes in the brain’s oxytocin system.","Summary: A new study finds that in some lemur species, evolving gender equality is linked to changes in the brains oxytocin system. Researchers compared seven closely related species, finding that mo… [+5955 chars]","https://neurosciencenews.com/files/2025/04/oxytocin-mean-girl-neuroscience.jpg"
"9650994b-22ff-435c-8754-1dc93e86298b","Ancient Four-Legged Whale Remains Discovered in Peru Could Rewrite Whale Evolution! - Indian Defence Review","","7269c884-6f36-480b-88b9-a1f36247154c","Indiandefencereview.com","2025-04-26T20:10:00.0000000Z","https://indiandefencereview.com/ancient-four-legged-whale-remains-peru/","A newly discovered fossil of a four-legged whale in Peru sheds new light on the evolution of whales and their journey across the oceans.","A fascinating new discovery has been made off the coast of Peru, where paleontologists have unearthed the remains of a previously unknown four-legged whale species. This remarkable find, which was ma… [+3911 chars]","https://indiandefencereview.com/wp-content/uploads/2025/04/ancient-four-legged-whale-remains-discovered-in-peru-could-rewrite-whale-evolution.jpg"
"7bbd3b7b-0738-4dd5-abab-811bd533bb31","Ice Age Humans Were Experts at Wielding Fire, Study Finds - ScienceAlert","Russell McLendon","f256d455-0ec1-4923-854f-e0d21dee427b","ScienceAlert","2025-04-26T19:01:36.0000000Z","https://www.sciencealert.com/ice-age-humans-were-experts-at-wielding-fire-study-finds","Learning to control fire was a game-changer for ancient humans, who could use it to cook food, see at night, and endure cold weather, among other things.","Learning to control fire was a game-changer for ancient humans, who could use it to cook food, see at night, and endure cold weather, among other things.
This skill dates back at least a million yea… [+4628 chars]","https://www.sciencealert.com/images/2025/04/fire-lgm-nigst-abb.jpg"
"20ea5d83-3a4e-43b5-8116-147dffe68534","The Wallace Line: The Invisible Barrier No Species Can Cross Has Baffled Scientists for Centuries! - Indian Defence Review","","4b02503e-99b5-4a09-8c28-6ac406bfef1c","Indiandefencereview.com","2025-04-26T17:35:00.0000000Z","https://indiandefencereview.com/the-wallace-line-barrier-no-species-cross/","The Wallace Line, the invisible barrier that divides Asia and Australia, remains a mystery—until now. Scientists have uncovered the surprising reasons why no species crosses this boundary.","The Wallace Line, first identified by Alfred Russel Wallace in the 19th century, is a biological divide that separates the distinct ecosystems of Southeast Asia from those of Australia and New Guinea… [+3993 chars]","https://indiandefencereview.com/wp-content/uploads/2025/04/the-wallace-line-the-invisible-barrier-no-species-can-cross-has-baffled-scientists-for-centuries.jpg"
"ca08daf8-e38b-4704-9f3c-6767e079299a","18,000-Year-Old Icebergs Carved Deep Grooves in the North Sea - The Daily Galaxy","","cabb4539-7bdd-4767-ab12-bf5bce4b793a","The Daily Galaxy --Great Discoveries Channel","2025-04-26T17:30:00.0000000Z","https://dailygalaxy.com/2025/04/18000-year-old-icebergs-carved-deep-grooves-in-the-north-sea/","Giant icebergs once drifted across the North Sea, leaving behind strange marks. Could this ancient discovery reveal secrets about Antarctica's future ice loss?","Scientists have recently uncovered evidence of massive ancient icebergs that once drifted across the North Sea around 18,000 years ago, leaving behind distinctive grooves on the seabed. These iceberg… [+3640 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/18000-Year-Old-Icebergs-Carved-Deep-Grooves-in-the-North-Sea.jpg"
"83214fe4-a876-451b-b080-63d2566a21f0","A Glimpse Of The Sun Rising Behind The World’s Largest Telescope - The Daily Galaxy","","e2b6efd8-589e-4e2b-a3cb-86d83218efba","The Daily Galaxy --Great Discoveries Channel","2025-04-26T17:00:00.0000000Z","https://dailygalaxy.com/2025/04/sun-photo-worlds-largest-telescope/","A stunning new photo captures the sun rising behind the Extremely Large Telescope in Chile, marking a major milestone in its construction. With its groundbreaking design, the ELT promises to revolutionize our understanding of the universe by 2028.","In a breathtaking new photograph shared by the European Southern Observatory (ESO), the sun rises behind the Extremely Large Telescope (ELT), still under construction in the Chilean Atacama Desert. … [+3249 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/A-Glimpse-Of-The-Sun-Rising-Behind-The-Worlds-Largest-Telescope.jpg"
"233f0514-35b9-435f-9656-0a9684af407c","NASA’s Lunar Space Station Gets Final Touches – Here’s What’s Next for Artemis! - The Daily Galaxy","","fb962eca-6696-4f3a-a02d-b7d091bfd59f","The Daily Galaxy --Great Discoveries Channel","2025-04-26T16:10:00.0000000Z","https://dailygalaxy.com/2025/04/nasas-lunar-space-station-final-touches/","NASA’s HALO lunar space station, central to the Artemis program, enters the final outfitting phase, bringing humanity closer to sustainable lunar exploration.","NASA is making significant progress on the Gateway program, with the HALO (Habitation and Logistics Outpost) module entering its final phase of outfitting and testing. The module, which will serve as… [+3669 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/NASAs-Lunar-Space-Station-Gets-Final-Touches-–-Heres-Whats-Next-for-Artemis.jpg"
"9a23f4e2-5cb5-4ffd-8cdc-d51b1f33704f","Northern Lights Forecast: These 7 States Could See Aurora Borealis Tonight - Forbes","Conor Murray","58400cc3-7e42-498f-ba88-283f4f7e670b","Forbes","2025-04-26T15:30:58.0000000Z","https://www.forbes.com/sites/conormurray/2025/04/26/northern-lights-forecast-these-7-states-could-see-aurora-borealis-tonight/","Some of the northernmost U.S. states and Canada will have a chance at seeing aurora borealis tonight.","A handful of northern U.S. states may be able to catch the northern lights Saturday night, according to the latest National Oceanic and Atmospheric Administration forecast, though no geomagnetic stor… [+2837 chars]","https://imageio.forbes.com/specials-images/imageserve/680cfc0214c2243b366426c1/0x0.jpg?format=jpg&crop=650,366,x41,y160,safe&height=900&width=1600&fit=bounds"
"0d7e5ff8-5239-4f4f-b977-953a1e7ea688","Icelandic Volcano Eruption Sends Toxic Shockwave to the Arctic – And the Results Are Alarming! - The Daily Galaxy","","9722dd24-11f2-43fe-bb52-26fbf4876137","The Daily Galaxy --Great Discoveries Channel","2025-04-26T15:20:00.0000000Z","https://dailygalaxy.com/2025/04/icelandic-volcano-toxic-shockwave-arctic/","New research reveals that sulfur dioxide from Iceland’s 2023 volcanic eruption reached the Arctic, contributing to 80% of the pollution","In a significant new study published by The Innovation Geoscience, a Chinese research team has revealed the extent of the environmental impact of the 2023 eruption of Iceland’s Sundhnukagigar volcano… [+3469 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/Icelandic-Volcano-Eruption-Sends-Toxic-Shockwave-to-the-Arctic-–-And-the-Results-Are-Alarming.jpg"
"c2da396f-84a5-4f3a-bf61-c39e6c20d5d5","NASA's Dragonfly nuclear-powered helicopter clears key hurdle ahead of 2028 launch toward huge Saturn moon Titan - Space","Andrew Jones","1ba79ab1-6b83-4228-9e71-81711075a31e","Space.com","2025-04-26T15:00:00.0000000Z","https://www.space.com/space-exploration/missions/nasas-dragonfly-nuclear-powered-helicopter-clears-key-hurdle-ahead-of-2028-launch-toward-huge-saturn-moon-titan","""Passing this mission milestone means that Dragonfly's mission design, fabrication, integration and test plans are all approved, and the mission can now turn its attention to the construction of the spacecraft itself.""","NASA's pioneering Dragonfly mission has cleared a key hurdle, keeping it on track for a 2028 launch to Saturn's huge moon Titan.
Dragonfly
, a car-sized, nuclear-powered rotorcraft designed to inve… [+2450 chars]","https://cdn.mos.cms.futurecdn.net/zuZ9AZkM2DVmmE7GmTnN8R.jpg"
"95e1fd28-2720-4c16-ae1a-6b32bd50dc64","Satellite Scans of the Deepest Lunar Craters Reveal Alarming Results for Future Moon Colonies - The Daily Galaxy","","28aee2af-628b-4a73-90c6-e38300ad5db3","The Daily Galaxy --Great Discoveries Channel","2025-04-26T14:45:00.0000000Z","https://dailygalaxy.com/2025/04/deepest-lunar-craters-future-moon-colonies/","New satellite scans of the deepest lunar craters have revealed fewer ice deposits than expected, reducing earlier estimates and raising concerns about the availability of water for future lunar colonies.","A new analysis of satellite scans from the deepest lunar craters has led to some surprising and chilling results that could dramatically impact future moon colonization plans. Researchers from the Un… [+3106 chars]","https://dailygalaxy.com/wp-content/uploads/2024/08/An-impact-crater-on-the-moon.-Image-credit-NASAGSFCArizona-State-University.png"
"ec478f18-5a9c-41e3-956c-fe00bcfb358a","Scientists Stunned by Discovery of a Mysterious 'Yellow Brick Road' at the Bottom of the Pacific Ocean - The Daily Galaxy","","8ffecf81-1b3b-4abf-ad76-6c58c12463d4","The Daily Galaxy --Great Discoveries Channel","2025-04-26T14:20:00.0000000Z","https://dailygalaxy.com/2025/04/discovery-yellow-brick-road-pacific-ocean/","A 'yellow brick road' discovered deep beneath the Pacific Ocean in the Papahānaumokuākea Marine National Monument has baffled researchers.","In an extraordinary discovery made in 2022, a deep-sea expedition led by the Ocean Exploration Trust aboard the E/V Nautilus uncovered a breathtaking and mysterious formation at the bottom of the Pac… [+3864 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/Scientists-Stunned-by-Discovery-of-a-Mysterious-Yellow-Brick-Road-at-the-Bottom-of-the-Pacific-Ocean.jpg"
"129299a9-0813-4380-914c-d7aba982fd42","Italian woman, 91, breaks running record — what makes her body different, according to doctors - New York Post","McKenzie Beard","3eb3eea1-d669-4900-9bb9-ad14769743db","New York Post","2025-04-26T14:15:00.0000000Z","https://nypost.com/2025/04/26/health/inside-the-body-of-a-91-year-old-record-breaking-runner/","“Lifelong exercise training can enable extraordinary performance and maintain high functional levels even into the ninth decade of life,” researchers said of the 91-year-old Italian sprinting sensa…","Most 91-year-olds are racing to their recliners. Not Emma Maria Mazzenga.
The Italian nonagenarian sprinted through a 200-meter dash in under a minute last year, crushing the previous world record f… [+4381 chars]","https://nypost.com/wp-content/uploads/sites/2/2025/04/italian-master-runner-emma-maria-103350342.jpg?quality=75&strip=all&w=1024"
"874739e9-2874-4d36-881f-b23048d1b00d","Submarine vanishes in Antarctic depths and reveals a hidden side of the South Pole - Jason Deegan","Smith Noah","9d198c1a-59ca-4398-9799-1198468b8922","Jasondeegan.com","2025-04-26T14:00:57.0000000Z","https://jasondeegan.com/submarine-vanishes-in-antarctic-depths-and-reveals-a-hidden-side-of-the-south-pole/","In a recent groundbreaking expedition to Antarctica, a daring exploration has unveiled a side of the South Pole that few have ever seen. An international research ... Continue Reading →","In a recent groundbreaking expedition to Antarctica, a daring exploration has unveiled a side of the South Pole that few have ever seen. An international research team, led by the University of Gothe… [+4891 chars]","https://jasondeegan.com/wp-content/uploads/2025/04/Submarine-vanishes-in-Antarctic-depths-and-reveals-a-hidden-side-of-the-South-Pole.jpg"
"a761df01-5071-4c94-a359-e9c491e60f52","Astronomers Say There's an Increased Possibility of Life on This Distant Planet - CNET","See full bio","3f9945f8-51f7-4323-83d3-427e57d22f8b","CNET","2025-04-26T13:44:02.0000000Z","https://www.cnet.com/science/space/astronomers-say-theres-an-increased-possibility-of-life-on-this-distant-planet/","Using the James Webb Space Telescope, astronomers are working to confirm potential evidence of life on a distant exoplanet dubbed K2-18b.","Astronomers are nearing a statistically significant finding that could confirm the potential signs of life detected on the distant exoplanet K2-18b are no accident.
The team of astronomers, led by t… [+3312 chars]","https://www.cnet.com/a/img/resize/a8b4cd2a24213590e40fbbc6302c402db422e65d/hub/2020/02/26/4ed8f647-be86-4300-89cd-a035d1c7018e/credit-amanda-smith.jpg?auto=webp&fit=crop&height=675&width=1200"
"56fe4785-5e55-4bbd-8301-f424984f7c46","Largest Structure in The Universe May Be 50% Larger Than We Thought - ScienceAlert","Michelle Starr","5e53bc8a-4ff4-4e8d-9b08-10afd5af0a0c","ScienceAlert","2025-04-26T13:01:24.0000000Z","https://www.sciencealert.com/largest-structure-in-the-universe-may-be-50-larger-than-we-thought","The largest known structure in the Universe may be even larger than the large we thought it was.","The largest known structure in the Universe may be even larger than the large we thought it was.
A re-examination of the distribution of powerful space explosions suggests that the Hercules-Corona B… [+3827 chars]","https://www.sciencealert.com/images/2025/04/great-wall-2.jpg"
"1959578f-59d6-4077-aae5-3934d791105d","North America is sinking - Boy Genius Report","Joshua Hawkins, Joshua Hawkins","7e8d3a73-c026-4b02-ad08-97bea8d3a467","BGR","2025-04-26T13:01:00.0000000Z","https://bgr.com/science/north-america-is-sinking/","New research shows that North America is slowly sinking into the earth, and there's nothing we can do to stop it.","","https://bgr.com/wp-content/uploads/2025/04/AdobeStock_279270540.jpg?quality=82&strip=all"
"de607b79-68b7-43d3-ac14-9b4a2ad77a2f","A ""Living Fossil"" Has Been Found Swimming Off California - The Daily Galaxy","","fa96cee7-ddf9-414f-a62d-7831b652d8c7","The Daily Galaxy --Great Discoveries Channel","2025-04-26T13:00:00.0000000Z","https://dailygalaxy.com/2025/04/living-fossil-fish-has-been-found/","Scientists have discovered a living fossil off the California coast, a prehistoric fish once thought extinct alongside the dinosaurs.","In a remarkable discovery off the rugged coastline of California, researchers have encountered a living coelacanth, a prehistoric fish once believed to have gone extinct alongside the dinosaurs 65 mi… [+3406 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/A-Living-Fossil-Has-Been-Found-Swimming-Off-California.jpg"
"b4c23e29-3d72-4f75-bee6-a7f94feb6fdb","How Planet-Smashing Collisions Stole Earth’s Life-Essential Elements - SciTechDaily","","12d1aa94-2e61-49d0-80e7-bf224d97f4d5","SciTechDaily","2025-04-26T12:47:36.0000000Z","https://scitechdaily.com/?p=472190","Earth and Mars are mysteriously low in elements like copper and zinc, which are crucial for planetary chemistry and potentially life. A new study overturns old theories by showing that these elements were once abundant in the early building blocks of planets.…","Planetesimal collisions during planet formation in the early solar system. Credit: Kouji Kanba
Earth and Mars are mysteriously low in elements like copper and zinc, which are crucial for planetary c… [+3364 chars]","https://scitechdaily.com/images/Planetesimal-Collisions-During-Planet-Formation-Early-Solar-System-scaled.jpg"
"a57dab6a-ca2f-47b0-8639-7aa4146b317f","The Mystery of Australia’s Ancient Earth Rings Finally Unveiled - The Daily Galaxy","","93ccd391-f9bd-437c-9d30-64a829c4e1ab","The Daily Galaxy --Great Discoveries Channel","2025-04-26T12:30:00.0000000Z","https://dailygalaxy.com/2025/04/australia-ancient-earth-rings-unveiled/","A groundbreaking study has finally uncovered the origins and purpose of Australia's mysterious earth rings, revealing their deep cultural significance.","For centuries, the large, mysterious earth rings rising out of the hills in the Wurundjeri Woi-wurrung Country near Sunbury, on the outskirts of Melbourne, have puzzled archaeologists and historians … [+3427 chars]","https://dailygalaxy.com/wp-content/uploads/2025/04/The-Mystery-of-Australias-Ancient-Earth-Rings-Finally-Unveiled-.jpg"
